date,open,high,low,close,volume
2008-12-26 11:30:00,86.7209,86.93,86.7,86.74,6351675
2008-12-26 12:30:00,86.73,86.83,86.5,86.6597,6783203
2008-12-26 13:30:00,86.6525,86.84,86.63,86.72,12456212
2008-12-26 14:30:00,86.72,87.2799,86.71,87.19,10609386
2008-12-26 15:30:00,87.199,87.27,86.8,87.13,11144987
2008-12-29 09:30:00,87.24,87.33,86.29,86.38,18356315
2008-12-29 10:30:00,86.38,86.5,85.98,86.1,15995877
2008-12-29 11:30:00,86.1,86.38,86.07,86.1583,13265072
2008-12-29 12:30:00,86.16,86.16,85.6,85.6225,14251720
2008-12-29 13:30:00,85.63,86.18,85.61,86.1,12874250
2008-12-29 14:30:00,86.1,86.66,85.92,86.4,18522154
2008-12-29 15:30:00,86.4,86.92,86.11,86.89,17540768
2008-12-30 09:30:00,87.51,87.81,87.09,87.79,31290570
2008-12-30 10:30:00,87.79,88.0,87.58,87.9801,18770653
2008-12-30 11:30:00,87.99,88.48,87.99,88.25,23081241
2008-12-30 12:30:00,88.25,88.32,86.8766,88.02,25147982
2008-12-30 13:30:00,88.01,88.24,87.67,88.21,14342972
2008-12-30 14:30:00,88.22,88.3,87.8,88.15,16611158
2008-12-30 15:30:00,88.15,89.05,87.32,88.9,29800812
2008-12-31 09:30:00,89.08,89.75,88.87,89.75,28122070
2008-12-31 10:30:00,89.74,89.98,89.5,89.97,20351957
2008-12-31 11:30:00,89.97,90.14,89.82,89.9783,21054212
2008-12-31 12:30:00,89.97,90.19,89.72,89.7692,14883287
2008-12-31 13:30:00,89.77,90.6,89.745,90.42,20297963
2008-12-31 14:30:00,90.41,90.71,90.04,90.58,25995543
2008-12-31 15:30:00,90.58,90.97,90.04,90.24,42417776
2009-01-02 09:30:00,90.44,90.79,89.85,90.75,38128793
2009-01-02 10:30:00,90.75,91.67,90.68,91.6575,31037355
2009-01-02 11:30:00,91.6517,91.85,91.55,91.76,18305953
2009-01-02 12:30:00,91.75,92.38,91.73,92.34,22859591
2009-01-02 13:30:00,92.35,92.64,92.14,92.63,24532026
2009-01-02 14:30:00,92.63,93.13,92.2,93.07,40957421
2009-01-02 15:30:00,93.1,93.44,92.9,92.97,37555004
2009-01-05 09:30:00,92.63,92.79,91.89,92.76,41619671
2009-01-05 10:30:00,92.76,94.5533,92.68,92.7575,27776379
2009-01-05 11:30:00,92.75,93.31,92.65,93.1,21763806
2009-01-05 12:30:00,93.1,93.27,92.67,93.08,20647539
2009-01-05 13:30:00,93.07,93.66,92.8,92.81,31589224
2009-01-05 14:30:00,92.81,93.04,92.11,92.24,36161664
2009-01-05 15:30:00,92.24,92.83,92.09,92.8,26875667
2009-01-06 09:30:00,93.64,94.45,92.85,92.99,71095700
2009-01-06 10:30:00,92.99,93.48,92.68,93.0197,35046998
2009-01-06 11:30:00,93.02,93.51,93.02,93.23,19105096
2009-01-06 12:30:00,93.23,93.71,92.89,93.14,27753868
2009-01-06 13:30:00,93.14,93.86,92.7105,93.7548,45405745
2009-01-06 14:30:00,93.75,94.21,92.7105,93.29,48232598
2009-01-06 15:30:00,93.28,93.54,92.88,93.44,44786857
2009-01-07 09:30:00,92.0,92.26,91.36,91.58,51541479
2009-01-07 10:30:00,91.57,91.78,91.25,91.64,31419218
2009-01-07 11:30:00,91.64,92.11,91.55,91.6299,25138102
2009-01-07 12:30:00,91.63,91.76,91.33,91.6,19961995
2009-01-07 13:30:00,91.59,91.75,90.67,90.8,32077835
2009-01-07 14:30:00,90.8,90.92,90.2,90.63,52408182
2009-01-07 15:30:00,90.64,91.55,90.25,90.7,36880922
2009-01-08 09:30:00,90.16,90.39,89.67,90.11,44548669
2009-01-08 10:30:00,90.1,90.8,89.92,90.131,43898214
2009-01-08 11:30:00,90.141,90.45,89.88,90.22,23557274
2009-01-08 12:30:00,90.22,90.53,89.77,89.83,24209853
2009-01-08 13:30:00,89.83,90.6,89.75,90.22,27144347
2009-01-08 14:30:00,90.22,90.95,89.78,90.49,38295900
2009-01-08 15:30:00,90.49,91.09,90.24,91.08,36021766
2009-01-09 09:30:00,91.16,91.32,89.14,89.39,76479168
2009-01-09 10:30:00,89.39,89.94,89.03,89.77,43568053
2009-01-09 11:30:00,89.77,89.91,89.32,89.46,32829239
2009-01-09 12:30:00,89.46,89.82,89.2,89.44,29198136
2009-01-09 13:30:00,89.44,89.96,89.27,89.75,27096717
2009-01-09 14:30:00,89.75,90.9969,85.36,89.59,40336038
2009-01-09 15:30:00,89.59,89.86,88.81,89.01,44514910
2009-01-12 09:30:00,88.84,88.91,87.76,88.0695,46658562
2009-01-12 10:30:00,88.06,88.3,87.74,87.81,24576545
2009-01-12 11:30:00,87.81,87.88,87.35,87.57,26817422
2009-01-12 12:30:00,87.58,87.76,87.43,87.57,18456762
2009-01-12 13:30:00,87.57,87.8,87.06,87.12,26953574
2009-01-12 14:30:00,87.12,87.13,86.58,86.84,41399143
2009-01-12 15:30:00,86.83,88.55,86.41,87.0,42730826
2009-01-13 09:30:00,86.73,87.88,86.51,87.17,57771792
2009-01-13 10:30:00,87.16,87.63,86.85,87.41,46590977
2009-01-13 11:30:00,87.41,87.77,87.06,87.3,37052175
2009-01-13 12:30:00,87.3,87.55,86.73,86.86,26710084
2009-01-13 13:30:00,86.85,86.95,86.2,86.36,33713423
2009-01-13 14:30:00,86.36,87.44,86.35,86.98,73489554
2009-01-13 15:30:00,86.98,87.48,86.49,87.1,53805068
2009-01-14 09:30:00,85.54,85.75,83.16,84.65,77624423
2009-01-14 10:30:00,84.65,84.65,83.69,84.1975,67581560
2009-01-14 11:30:00,84.215,84.51,84.1,84.28,36669091
2009-01-14 12:30:00,84.28,84.65,83.98,84.11,36437149
2009-01-14 13:30:00,84.12,84.7,84.04,84.52,42537261
2009-01-14 14:30:00,84.52,85.04,83.8,84.1,70923724
2009-01-14 15:30:00,84.1,84.6,83.71,84.35,51892811
2009-01-15 09:30:00,84.12,84.29,82.15,82.32,86089783
2009-01-15 10:30:00,82.33,84.3098,82.02,82.71,56136088
2009-01-15 11:30:00,82.72,82.85,82.0,82.09,36414494
2009-01-15 12:30:00,82.09,82.59,81.72,82.57,46348978
2009-01-15 13:30:00,82.57,84.45,82.5,84.3,98825420
2009-01-15 14:30:00,84.29,85.25,83.8,84.2,85718789
2009-01-15 15:30:00,84.2,84.52,83.3,84.49,57856543
2009-01-16 09:30:00,85.86,85.9876,84.89,85.25,66756282
2009-01-16 10:30:00,85.25,85.59,84.63,84.94,44238234
2009-01-16 11:30:00,84.959,85.04,83.05,83.24,50792259
2009-01-16 12:30:00,83.24,84.11,83.1,83.78,41320462
2009-01-16 13:30:00,83.78,85.3,83.7,84.54,51809997
2009-01-16 14:30:00,84.5475,85.51,84.2,84.76,64756632
2009-01-16 15:30:00,84.76,85.28,84.66,84.98,46050602
2009-01-20 09:30:00,84.23,84.46,82.43,83.42,70810871
2009-01-20 10:30:00,83.42,83.46,82.45,82.58,39274423
2009-01-20 11:30:00,82.58,83.29,82.11,82.26,46864733
2009-01-20 12:30:00,82.27,82.96,82.18,82.66,43249280
2009-01-20 13:30:00,82.66,82.67,81.44,81.85,46749264
2009-01-20 14:30:00,81.85,84.03,80.66,81.15,55202345
2009-01-20 15:30:00,81.14,85.059,80.05,80.62,60664262
2009-01-21 09:30:00,81.94,82.46,81.52,81.6792,67142133
2009-01-21 10:30:00,81.67,81.79,80.47,81.19,56683018
2009-01-21 11:30:00,81.19,81.82,81.12,81.37,36799876
2009-01-21 12:30:00,81.38,81.88,81.16,81.28,28455233
2009-01-21 13:30:00,81.28,82.38,81.22,82.24,44087491
2009-01-21 14:30:00,82.2391,83.43,81.65,83.05,56725105
2009-01-21 15:30:00,83.05,84.24,82.9,84.04,46953785
2009-01-22 09:30:00,82.42,82.97,82.06,82.48,61649888
2009-01-22 10:30:00,82.48,82.49,81.72,81.9501,47704149
2009-01-22 11:30:00,81.95,81.955,81.17,81.73,49437922
2009-01-22 12:30:00,81.72,82.4,81.58,82.03,46090989
2009-01-22 13:30:00,82.02,84.04,81.78,83.52,73174311
2009-01-22 14:30:00,83.52,83.78,82.0,82.61,76603957
2009-01-22 15:30:00,82.61,83.4,82.11,82.78,42122277
2009-01-23 09:30:00,80.9,82.15,80.57,81.97,68476591
2009-01-23 10:30:00,81.96,82.91,81.23,82.49,50208478
2009-01-23 11:30:00,82.5,82.86,81.81,82.72,48582263
2009-01-23 12:30:00,82.72,83.49,82.05,83.1,54393989
2009-01-23 13:30:00,83.1,83.99,83.06,83.57,47166466
2009-01-23 14:30:00,83.57,83.67,82.5,82.88,59269381
2009-01-23 15:30:00,82.87,83.54,82.68,83.11,31879709
2009-01-26 09:30:00,83.59,85.36,83.43,85.08,66441966
2009-01-26 10:30:00,85.09,85.25,84.46,84.68,31085315
2009-01-26 11:30:00,84.68,84.87,84.26,84.73,29816947
2009-01-26 12:30:00,84.73,84.86,84.08,84.37,37208046
2009-01-26 13:30:00,84.37,84.3825,82.81,83.18,48771364
2009-01-26 14:30:00,83.18,84.45,83.04,84.17,49170649
2009-01-26 15:30:00,84.17,84.33,83.38,83.7,36323571
2009-01-27 09:30:00,84.13,84.85,83.56,83.94,60563898
2009-01-27 10:30:00,83.94,84.7,83.6,84.58,34952328
2009-01-27 11:30:00,84.58,85.13,84.19,85.02,32972244
2009-01-27 12:30:00,85.02,85.15,83.7257,84.7,27783644
2009-01-27 13:30:00,84.69,84.94,84.1,84.14,31745740
2009-01-27 14:30:00,84.14,85.09,84.02,84.94,46697817
2009-01-27 15:30:00,84.94,84.95,83.3,84.58,23842759
2009-01-28 09:30:00,86.4,86.7,86.07,86.46,50629025
2009-01-28 10:30:00,86.46,86.97,86.35,86.77,44587990
2009-01-28 11:30:00,86.78,86.88,86.46,86.85,20651149
2009-01-28 12:30:00,86.85,87.26,86.65,87.22,20524756
2009-01-28 13:30:00,87.22,87.95,87.18,87.43,54625182
2009-01-28 14:30:00,87.44,87.73,86.53,86.7,75584887
2009-01-28 15:30:00,86.7,87.52,86.55,87.43,41036980
2009-01-29 09:30:00,86.11,86.36,85.47,85.98,57643055
2009-01-29 10:30:00,85.98,86.34,85.68,85.85,35061836
2009-01-29 11:30:00,85.85,85.91,85.33,85.64,26790365
2009-01-29 12:30:00,85.64,85.73,84.84,85.1892,31376233
2009-01-29 13:30:00,85.19,86.15,84.71,85.29,36764138
2009-01-29 14:30:00,85.29,87.4901,84.89,85.04,48569318
2009-01-29 15:30:00,85.03,85.09,84.47,84.57,34272109
2009-01-30 09:30:00,84.98,85.4,83.56,83.59,68758638
2009-01-30 10:30:00,83.59,83.86,82.95,83.09,49981212
2009-01-30 11:30:00,83.08,83.71,83.05,83.62,27548703
2009-01-30 12:30:00,83.62,84.22,83.25,83.49,34414384
2009-01-30 13:30:00,83.49,83.64,82.77,83.47,51464840
2009-01-30 14:30:00,83.47,83.69,82.5,82.52,46831218
2009-01-30 15:30:00,82.53,82.93,82.21,82.69,53671431
2009-02-02 09:30:00,81.57,82.6,81.31,82.36,64671577
2009-02-02 10:30:00,82.36,82.51,81.83,82.09,31808545
2009-02-02 11:30:00,82.08,82.71,82.01,82.6,32838650
2009-02-02 12:30:00,82.61,83.14,82.25,82.35,29926292
2009-02-02 13:30:00,82.36,82.58,81.78,81.93,28516885
2009-02-02 14:30:00,81.93,82.5399,81.71,82.53,38555057
2009-02-02 15:30:00,82.52,83.18,82.52,82.59,35648178
2009-02-03 09:30:00,83.1,83.24,82.22,82.59,58114685
2009-02-03 10:30:00,82.59,83.4,82.48,83.18,33921420
2009-02-03 11:30:00,83.18,83.22,82.63,82.78,25941662
2009-02-03 12:30:00,82.78,83.06,82.59,82.71,19010623
2009-02-03 13:30:00,82.73,83.69,82.67,83.4,37188244
2009-02-03 14:30:00,83.41,84.36,83.39,84.21,47285823
2009-02-03 15:30:00,84.22,84.32,83.77,83.81,35527060
2009-02-04 09:30:00,84.3,85.29,83.92,85.1,56647812
2009-02-04 10:30:00,85.1,85.37,84.75,84.87,41118723
2009-02-04 11:30:00,84.87,84.97,84.46,84.52,24161500
2009-02-04 12:30:00,84.52,84.81,84.2,84.52,25586073
2009-02-04 13:30:00,84.52,84.56,83.04,83.27,64657295
2009-02-04 14:30:00,83.27,84.75,83.1,83.45,59189550
2009-02-04 15:30:00,83.46,84.36,83.29,83.31,26803856
2009-02-05 09:30:00,82.7,82.97,82.12,82.49,48403701
2009-02-05 10:30:00,82.49,84.2,82.36,83.85,62105674
2009-02-05 11:30:00,83.85,85.18,83.82,84.55,55401513
2009-02-05 12:30:00,84.55,85.06,83.3782,84.37,46449347
2009-02-05 13:30:00,84.37,85.21,84.34,85.2,46801779
2009-02-05 14:30:00,85.2,85.29,77.73,84.88,66599899
2009-02-05 15:30:00,84.88,84.99,84.56,84.66,37069629
2009-02-06 09:30:00,84.86,87.0069,84.68,86.04,79461732
2009-02-06 10:30:00,86.05,86.62,85.82,86.41,35802583
2009-02-06 11:30:00,86.42,86.65,86.15,86.22,26807782
2009-02-06 12:30:00,86.22,87.15,86.19,87.05,31241381
2009-02-06 13:30:00,87.05,87.27,86.7,86.97,41361537
2009-02-06 14:30:00,86.97,87.28,86.41,86.79,50933096
2009-02-06 15:30:00,86.77,87.34,86.6,86.96,48297290
2009-02-09 09:30:00,86.96,87.09,86.32,86.65,44118379
2009-02-09 10:30:00,86.66,87.74,86.5,87.27,40030399
2009-02-09 11:30:00,87.27,87.37,86.91,87.34,21008860
2009-02-09 12:30:00,87.34,87.56,87.08,87.25,19919277
2009-02-09 13:30:00,87.26,87.26,86.53,86.63,32498308
2009-02-09 14:30:00,86.63,87.55,86.48,87.35,31902778
2009-02-09 15:30:00,87.34,87.49,86.8,87.159,25692032
2009-02-10 09:30:00,86.27,87.03,85.78,85.85,50188289
2009-02-10 10:30:00,85.86,86.7,84.74,85.15,96066710
2009-02-10 11:30:00,85.15,85.18,83.66,84.08,94930789
2009-02-10 12:30:00,84.08,84.49,83.12,83.37,59817409
2009-02-10 13:30:00,83.3699,83.71,83.02,83.04,48065323
2009-02-10 14:30:00,83.04,83.34,82.54,82.85,66792501
2009-02-10 15:30:00,82.8588,84.8,82.45,82.96,64294003
2009-02-11 09:30:00,83.45,83.97,83.1,83.1,57566388
2009-02-11 10:30:00,83.1,83.9,82.88,83.8299,49374262
2009-02-11 11:30:00,83.82,84.05,83.27,83.5,28272718
2009-02-11 12:30:00,83.49,83.78,83.15,83.34,29349472
2009-02-11 13:30:00,83.34,83.61,82.4,82.91,42022644
2009-02-11 14:30:00,82.92,84.0,82.83,83.58,64687456
2009-02-11 15:30:00,83.57,83.76,82.948,83.67,29152232
2009-02-12 09:30:00,82.17,82.22,81.3,81.96,79295544
2009-02-12 10:30:00,81.97,82.37,81.405,82.03,58938267
2009-02-12 11:30:00,82.03,82.96,82.02,82.87,48061163
2009-02-12 12:30:00,82.87,82.95,81.99,82.15,38568538
2009-02-12 13:30:00,82.15,82.4,81.75,81.88,49139502
2009-02-12 14:30:00,81.89,82.81,81.05,82.8099,80885113
2009-02-12 15:30:00,82.79,83.82,81.2,83.69,71476214
2009-02-13 09:30:00,83.55,83.91,83.06,83.87,57590311
2009-02-13 10:30:00,83.87,84.24,83.3113,83.44,35468134
2009-02-13 11:30:00,83.45,83.67,82.97,83.33,33121628
2009-02-13 12:30:00,83.32,83.42,82.75,83.33,25328723
2009-02-13 13:30:00,83.33,84.01,83.19,83.59,42114854
2009-02-13 14:30:00,83.59,83.75,82.98,83.37,41193359
2009-02-13 15:30:00,83.37,84.0,82.78,82.78,33973906
2009-02-17 09:30:00,80.16,80.62,79.17,79.77,88983295
2009-02-17 10:30:00,79.77,80.24,79.64,79.84,53813578
2009-02-17 11:30:00,79.84,79.85,79.3,79.55,42432695
2009-02-17 12:30:00,79.56,79.98,79.25,79.4,39079800
2009-02-17 13:30:00,79.3904,80.05,79.26,79.6088,51566086
2009-02-17 14:30:00,79.61,80.17,79.28,79.44,64855882
2009-02-17 15:30:00,79.45,82.958,79.17,79.22,72222388
2009-02-18 09:30:00,79.79,79.82,78.28,78.76,74872093
2009-02-18 10:30:00,78.77,79.68,78.65,79.51,59259338
2009-02-18 11:30:00,79.515,79.94,79.35,79.48,38149307
2009-02-18 12:30:00,79.49,79.67,78.9,79.14,36536387
2009-02-18 13:30:00,79.14,79.2,78.54,78.98,41121602
2009-02-18 14:30:00,78.99,79.44,78.57,78.97,54002136
2009-02-18 15:30:00,78.96,79.31,78.87,79.06,31201180
2009-02-19 09:30:00,79.84,80.15,79.1858,79.52,64107076
2009-02-19 10:30:00,79.53,79.94,79.13,79.44,36576784
2009-02-19 11:30:00,79.44,79.49,78.51,78.72,37666070
2009-02-19 12:30:00,78.72,79.46,78.62,79.39,25881043
2009-02-19 13:30:00,79.4,79.41,78.66,78.8901,31097889
2009-02-19 14:30:00,78.9,78.96,78.19,78.62,43044008
2009-02-19 15:30:00,78.62,79.3,78.02,78.28,44857100
2009-02-20 09:30:00,76.73,77.89,76.7,77.49,87184153
2009-02-20 10:30:00,77.49,77.74,76.54,76.75,51438040
2009-02-20 11:30:00,76.7406,77.28,76.49,76.9504,37344801
2009-02-20 12:30:00,76.95,77.01,75.77,76.13,50462534
2009-02-20 13:30:00,76.13,77.87,75.84,77.16,72900210
2009-02-20 14:30:00,77.17,78.34,76.0,77.08,89217643
2009-02-20 15:30:00,77.08,78.2565,76.5,77.41,53808723
2009-02-23 09:30:00,78.27,78.27,76.91,77.06,62357696
2009-02-23 10:30:00,77.06,77.07,76.33,76.55,44606697
2009-02-23 11:30:00,76.54,76.55,76.0,76.06,30640016
2009-02-23 12:30:00,76.07,76.07,75.31,75.69,44045172
2009-02-23 13:30:00,75.6899,77.725,75.4,76.17,46686305
2009-02-23 14:30:00,76.16,76.22,74.67,74.95,69217591
2009-02-23 15:30:00,74.95,75.35,74.59,74.78,50084540
2009-02-24 09:30:00,75.29,75.84,74.84,75.452,81047319
2009-02-24 10:30:00,75.43,76.24,75.2,75.82,56854432
2009-02-24 11:30:00,75.82,75.86,75.09,75.4,36936059
2009-02-24 12:30:00,75.41,76.59,75.39,76.56,44494055
2009-02-24 13:30:00,76.56,77.35,76.52,77.22,71442984
2009-02-24 14:30:00,77.22,77.95,76.92,77.66,57804533
2009-02-24 15:30:00,77.67,77.82,74.7003,77.57,46674543
2009-02-25 09:30:00,77.14,77.36,75.77,76.36,84146123
2009-02-25 10:30:00,76.37,76.53,75.63,76.45,55050446
2009-02-25 11:30:00,76.46,77.02,75.96,76.04,55877150
2009-02-25 12:30:00,76.04,76.52,75.75,76.18,42091680
2009-02-25 13:30:00,76.18,77.57,76.18,76.93,83294744
2009-02-25 14:30:00,76.93,78.42,76.62,78.2,72546242
2009-02-25 15:30:00,78.19,78.35,76.79,76.85,48438376
2009-02-26 09:30:00,77.82,78.16,77.31,78.08,63357665
2009-02-26 10:30:00,78.07,78.375,77.61,77.68,47841142
2009-02-26 11:30:00,77.69,77.76,76.92,77.05,30796667
2009-02-26 12:30:00,77.05,77.65,76.53,76.93,37207988
2009-02-26 13:30:00,76.93,77.3,76.69,77.09,32057428
2009-02-26 14:30:00,77.09,79.6667,75.53,75.79,70694760
2009-02-26 15:30:00,75.79,77.2,75.59,75.67,50835421
2009-02-27 09:30:00,74.01,75.17,73.81,74.81,88787541
2009-02-27 10:30:00,74.81,75.16,74.34,74.67,49599292
2009-02-27 11:30:00,74.67,75.39,74.49,75.15,41191686
2009-02-27 12:30:00,75.15,75.38,74.71,75.02,30230376
2009-02-27 13:30:00,75.03,75.58,74.41,74.73,57368318
2009-02-27 14:30:00,74.73,75.6872,73.97,74.17,76047619
2009-02-27 15:30:00,74.17,74.8494,73.85,73.97,63305551
2009-03-02 09:30:00,72.52,72.92,72.06,72.26,75985511
2009-03-02 10:30:00,72.26,72.36,71.56,71.6,51563758
2009-03-02 11:30:00,71.59,71.65,71.06,71.395,48539409
2009-03-02 12:30:00,71.38,71.52,70.87,71.04,50281156
2009-03-02 13:30:00,71.04,71.56,70.81,71.15,36128928
2009-03-02 14:30:00,71.1425,71.74,70.58,70.911,63854883
2009-03-02 15:30:00,70.92,71.75,70.37,70.58,58460939
2009-03-03 09:30:00,71.61,71.7,70.68,71.07,73088180
2009-03-03 10:30:00,71.07,71.32,69.76,70.17,67016885
2009-03-03 11:30:00,70.17,70.8,69.64,70.69,50434188
2009-03-03 12:30:00,70.69,70.69,69.66,70.06,45213037
2009-03-03 13:30:00,70.06,71.03,69.76,70.84,60307387
2009-03-03 14:30:00,70.83,71.5,70.13,70.23,78375073
2009-03-03 15:30:00,70.22,70.494,69.86,70.04,45033394
2009-03-04 09:30:00,71.23,71.58,70.41,70.8606,101961249
2009-03-04 10:30:00,70.86,71.85,70.65,71.81,64297133
2009-03-04 11:30:00,71.79,71.95,71.1,71.49,40978446
2009-03-04 12:30:00,71.44,71.69,70.93,71.34,40252721
2009-03-04 13:30:00,71.33,72.02,70.0729,71.7,51035381
2009-03-04 14:30:00,71.7,72.85,70.7,72.84,61691310
2009-03-04 15:30:00,72.83,72.87,70.0729,71.73,60442185
2009-03-05 09:30:00,70.1,70.87,69.95,70.1894,83982436
2009-03-05 10:30:00,70.19,70.47,69.07,69.17,61732468
2009-03-05 11:30:00,69.17,70.11,68.8,69.38,49046661
2009-03-05 12:30:00,69.39,69.77,68.94,69.41,44016280
2009-03-05 13:30:00,69.41,69.6,68.64,68.76,59584106
2009-03-05 14:30:00,68.77,71.73,68.58,68.85,63448591
2009-03-05 15:30:00,68.85,68.94,68.17,68.77,76874291
2009-03-06 09:30:00,69.4,70.45,68.73,69.08,116785534
2009-03-06 10:30:00,69.08,69.2,67.91,68.22,69137062
2009-03-06 11:30:00,68.22,68.79,68.04,68.31,42141520
2009-03-06 12:30:00,68.32,68.38,67.59,67.74,37415989
2009-03-06 13:30:00,67.74,68.04,67.4,67.89,45707350
2009-03-06 14:30:00,67.89,68.17,67.1,67.21,55065657
2009-03-06 15:30:00,67.22,69.8,67.215,68.84,67613583
2009-03-09 09:30:00,67.95,70.0,67.95,69.49,72208762
2009-03-09 10:30:00,69.48,69.68,68.6,68.9901,47196867
2009-03-09 11:30:00,69.0,69.45,68.71,69.13,33164015
2009-03-09 12:30:00,69.13,69.25,68.13,68.34,36831105
2009-03-09 13:30:00,68.34,68.98,68.25,68.57,41607721
2009-03-09 14:30:00,68.57,68.95,67.73,68.05,52821001
2009-03-09 15:30:00,68.05,68.7,67.78,68.07,44339822
2009-03-10 09:30:00,69.51,71.3,69.37,70.92,90461431
2009-03-10 10:30:00,70.91,71.39,70.78,71.33,45301159
2009-03-10 11:30:00,71.32,72.08,71.11,71.89,51710519
2009-03-10 12:30:00,71.89,71.96,71.5,71.59,29628438
2009-03-10 13:30:00,71.59,72.14,71.35,71.62,49683141
2009-03-10 14:30:00,71.62,72.23,71.23,72.11,57997156
2009-03-10 15:30:00,72.1,72.37,71.78,72.23,44977514
2009-03-11 09:30:00,73.0,73.75,72.31,73.52,84938814
2009-03-11 10:30:00,73.53,73.6,72.82,72.95,47123891
2009-03-11 11:30:00,72.941,73.06,72.53,72.69,38529743
2009-03-11 12:30:00,72.69,72.8,72.18,72.28,36582636
2009-03-11 13:30:00,72.27,72.86,71.83,72.06,45226010
2009-03-11 14:30:00,72.06,73.17,71.87,72.96,46937960
2009-03-11 15:30:00,72.96,73.32,72.55,72.6,33067536
2009-03-12 09:30:00,72.62,73.595,71.97,73.37,75467798
2009-03-12 10:30:00,73.38,74.02,73.2,73.43,53396439
2009-03-12 11:30:00,73.42,74.12,73.33,73.85,38124949
2009-03-12 12:30:00,73.84,74.48,73.77,74.17,42256449
2009-03-12 13:30:00,74.17,74.98,74.11,74.83,46519125
2009-03-12 14:30:00,74.82,75.31,72.6444,75.16,51997405
2009-03-12 15:30:00,75.16,75.75,75.0,75.51,50615225
2009-03-13 09:30:00,76.01,76.39,75.41,75.66,79615510
2009-03-13 10:30:00,75.66,76.24,75.1624,75.47,53453073
2009-03-13 11:30:00,75.47,75.48,74.73,74.93,40683618
2009-03-13 12:30:00,74.94,75.84,74.92,75.78,30892269
2009-03-13 13:30:00,75.77,76.0,75.47,75.68,34576547
2009-03-13 14:30:00,75.68,76.33,75.6,76.21,38895581
2009-03-13 15:30:00,76.22,76.98,75.87,76.1,31769731
2009-03-16 09:30:00,76.96,77.23,76.55,76.66,66610396
2009-03-16 10:30:00,76.67,77.64,76.67,77.47,50627161
2009-03-16 11:30:00,77.47,77.58,77.13,77.39,29423294
2009-03-16 12:30:00,77.39,77.96,77.39,77.68,34509032
2009-03-16 13:30:00,77.675,77.97,77.15,77.2075,38331343
2009-03-16 14:30:00,77.24,77.49,76.19,76.45,60796121
2009-03-16 15:30:00,76.46,77.4,75.81,75.93,39972771
2009-03-17 09:30:00,76.07,76.4,75.45,75.95,63065676
2009-03-17 10:30:00,75.95,76.67,75.84,76.16,43024471
2009-03-17 11:30:00,76.2,76.81,75.98,76.73,26869456
2009-03-17 12:30:00,76.73,77.41,76.61,77.2,36290389
2009-03-17 13:30:00,77.21,77.52,76.72,76.74,41590252
2009-03-17 14:30:00,76.74,77.83,75.8995,77.5,52442353
2009-03-17 15:30:00,77.5,78.3,77.27,78.26,48099943
2009-03-18 09:30:00,77.81,77.95,77.27,77.3799,58084989
2009-03-18 10:30:00,77.37,77.88,77.07,77.51,46842112
2009-03-18 11:30:00,77.52,78.323,77.1,78.08,36836153
2009-03-18 12:30:00,78.07,78.35,77.82,78.23,37040174
2009-03-18 13:30:00,78.23,80.4,78.2,79.73,86427666
2009-03-18 14:30:00,79.73,80.9,77.7,79.5,118397818
2009-03-18 15:30:00,79.51,80.0,79.04,79.89,56942804
2009-03-19 09:30:00,80.93,81.0,79.35,79.74,97836074
2009-03-19 10:30:00,79.75,80.2825,79.2401,79.2401,53293785
2009-03-19 11:30:00,79.24,79.7125,78.72,79.2299,47295521
2009-03-19 12:30:00,79.23,79.5,78.93,79.38,41790137
2009-03-19 13:30:00,79.37,79.85,79.06,79.24,52082987
2009-03-19 14:30:00,79.2525,80.885,78.76,79.09,49087236
2009-03-19 15:30:00,79.1,79.42,78.69,78.89,38928840
2009-03-20 09:30:00,78.76,78.901,77.98,78.51,74962473
2009-03-20 10:30:00,78.511,78.91,77.89,78.0,61014012
2009-03-20 11:30:00,78.0,78.37,77.91,78.21,35374802
2009-03-20 12:30:00,78.2,78.38,77.19,77.26,32683163
2009-03-20 13:30:00,77.25,77.42,76.53,76.89,47386777
2009-03-20 14:30:00,76.89,77.38,76.53,77.18,46547638
2009-03-20 15:30:00,77.17,77.55,76.69,76.71,41118349
2009-03-23 09:30:00,78.74,79.78,78.31,79.55,76770247
2009-03-23 10:30:00,79.55,80.07,79.47,79.72,47492121
2009-03-23 11:30:00,79.72,80.42,79.69,80.3,38931184
2009-03-23 12:30:00,80.31,80.53,79.77,79.81,37070978
2009-03-23 13:30:00,79.82,80.12,79.6,80.0801,34081664
2009-03-23 14:30:00,80.08,81.18,80.06,81.16,64404089
2009-03-23 15:30:00,81.15,82.27,81.04,82.27,67037158
2009-03-24 09:30:00,81.24,81.85,80.9,81.1799,70571152
2009-03-24 10:30:00,81.1706,81.71,80.87,81.6,42423555
2009-03-24 11:30:00,81.6,82.2547,81.16,81.6099,36263040
2009-03-24 12:30:00,81.6,82.36,81.49,82.26,41301662
2009-03-24 13:30:00,82.27,82.27,81.66,81.84,38813376
2009-03-24 14:30:00,81.83,81.98,81.11,81.34,43257024
2009-03-24 15:30:00,81.34,82.2547,80.51,80.61,40337050
2009-03-25 09:30:00,81.23,82.61,81.13,82.07,87604013
2009-03-25 10:30:00,82.07,82.7,81.85,82.07,47439948
2009-03-25 11:30:00,82.07,82.51,81.72,81.88,37030388
